,Unnamed: 0,url,indexed,published,search_indexed,title_snippet,content_snippet,title,content,root_url,domain_url,host_url,parent_url,lang,porn_level,fluency_level,spam_level,sentiment,source_type,post_type,cluster_id,meta_cluster_id,tags_internal,tags_marking,tags_customer,entity_urls,images.url,images.width,images.height,images.legend,videos.url,videos.width,videos.height,videos.legend,pagemonitoring_sitemon_siteid,matched_profile,article_extended_attributes.facebook_shares,article_extended_attributes.facebook_likes,article_extended_attributes.twitter_retweets,article_extended_attributes.url_views,article_extended_attributes.pinterest_likes,article_extended_attributes.pinterest_pins,article_extended_attributes.pinterest_repins,article_extended_attributes.youtube_views,article_extended_attributes.youtube_likes,article_extended_attributes.youtube_dislikes,article_extended_attributes.instagram_likes,article_extended_attributes.twitter_shares,article_extended_attributes.num_comments,source_extended_attributes.alexa_pageviews,source_extended_attributes.facebook_followers,source_extended_attributes.twitter_followers,source_extended_attributes.instagram_followers,source_extended_attributes.pinterest_followers,extra_article_attributes.world_data.continent,extra_article_attributes.world_data.country,extra_article_attributes.world_data.country_code,extra_article_attributes.world_data.region,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.id,extra_author_attributes.type,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.image_url,extra_author_attributes.short_name,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_author_attributes.world_data.longitude,extra_author_attributes.world_data.latitude,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,extra_source_attributes.world_data.longitude,extra_source_attributes.world_data.latitude,engagement,reach,retweets,translated_tweets,stopped_tweets,normalised_tweets
481,481,http://twitter.com/ElNacionalWeb/status/543813170159439872,13/12/2014 18:02,13/12/2014 18:02,13/12/2014 18:05,,Perú notifica a la Unesco daño de Greenpeace a líneas de Nazca bitly.com/1zh28V6,,Perú notifica a la Unesco daño de Greenpeace a líneas de Nazca http://t.co/dCPqGy0ePV,http://twitter.com/ElNacionalWeb/,http://twitter.com/,http://twitter.com/,http://twitter.com/ElNacionalWeb/status/543813170159439872,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://bitly.com/1zh28V6"",""display_url"":""bitly.com/1zh28V6"",""url"":""http://t.co/dCPqGy0ePV""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,8,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,2715022,0,0,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,tw:15007299,,El Nacional,0,DAY,MALE,http://pbs.twimg.com/profile_images/529752163661017088/5GcVASJe_normal.jpeg,ElNacionalWeb,,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,8,2715022,8,Peru notifies the Unesco damage Greenpeace Nazca lines http://t.co/dCPqGy0ePV,Peru notifies Unesco damage Greenpeace Nazca lines http://t.co/dCPqGy0ePV,"[u'peru', u'notifi', u'unesco', u'damag', u'greenpeac', u'nazca', u'line', u'httptcodcpqgy0epv']"
482,482,http://twitter.com/TonyDeViveiros/status/543811656334450689,13/12/2014 17:56,13/12/2014 17:56,13/12/2014 17:58,,Los progres y sus genialidades RT @ElNacionalWeb: Perú notifica a la Unesco daño de Greenpeace a líneas de Nazca bitly.com/1zh28V6,,Los progres y sus genialidades RT @ElNacionalWeb: Perú notifica a la Unesco daño de Greenpeace a líneas de Nazca http://t.co/LJgutDTBiX,http://twitter.com/TonyDeViveiros/,http://twitter.com/,http://twitter.com/,http://twitter.com/TonyDeViveiros/status/543811656334450689,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://bitly.com/1zh28V6"",""display_url"":""bitly.com/1zh28V6"",""url"":""http://t.co/LJgutDTBiX""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,25278,0,0,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,tw:49116359,,Tony De Viveiros,0,DAY,MALE,http://pbs.twimg.com/profile_images/499631557486080000/xVCmYj3J_normal.jpeg,TonyDeViveiros,,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,3,25278,3,Liberals and their genius RTElNacionalWeb: Peru notifies the Unesco damage Greenpeace Nazca lines http://t.co/LJgutDTBiX,Liberals genius RTElNacionalWeb: Peru notifies Unesco damage Greenpeace Nazca lines http://t.co/LJgutDTBiX,"[u'liber', u'geniu', u'rtelnacionalweb', u'peru', u'notifi', u'unesco', u'damag', u'greenpeac', u'nazca', u'line', u'httptcoljgutdtbix']"
483,483,http://twitter.com/Peru21pe/status/543809940482437120,13/12/2014 17:49,13/12/2014 17:49,13/12/2014 17:52,,Ministra de Cultura inspeccionó daños de #Greenpeace en Líneas de Nasca ► goo.gl/luhr5y pic.twitter.com/aQGEZ8uITX,,Ministra de Cultura inspeccionó daños de #Greenpeace en Líneas de Nasca ► http://t.co/JkfJjI4DSx http://t.co/aQGEZ8uITX,http://twitter.com/Peru21pe/,http://twitter.com/,http://twitter.com/,http://twitter.com/Peru21pe/status/543809940482437120,es,0,25,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/Peru21pe/status/543809940482437120/photo/1"",""display_url"":""pic.twitter.com/aQGEZ8uITX"",""url"":""http://t.co/aQGEZ8uITX""},{""expended_url"":""http://goo.gl/luhr5y"",""display_url"":""goo.gl/luhr5y"",""url"":""http://t.co/JkfJjI4DSx""}]",http://pbs.twimg.com/media/B4wAQlOIQAAFNLP.jpg,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,822190,0,0,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,tw:19602540,,Redacción Perú21,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/543179391518253057/jhJlAPxI_normal.png,Peru21pe,,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,3,822190,3,Minister of Culture #Greenpeace inspected damage in Nasca Lines ► http://t.co/JkfJjI4DSx http://t.co/aQGEZ8uITX,Minister Culture #Greenpeace inspected damage Nasca Lines ► http://t.co/JkfJjI4DSx http://t.co/aQGEZ8uITX,"[u'minist', u'cultur', u'greenpeac', u'inspect', u'damag', u'nasca', u'line', u'\u25ba', u'httptcojkfjji4dsx', u'httptcoaqgez8uitx']"
484,484,http://twitter.com/kikeCaracas/status/543809203857784836,13/12/2014 17:46,13/12/2014 17:46,13/12/2014 17:48,,Perú demandó a @GreenpeaceGreenpeace por entrar ilegalmente y causar daños en la milenaria Linea d Nazca goo.gl/gCIq5Q pic.twitter.com/Mm9x78Qryg,,Perú demandó a @Greenpeace por entrar ilegalmente y causar daños en la milenaria Linea d Nazca http://t.co/lUc2ctRH4F http://t.co/Mm9x78Qryg,http://twitter.com/kikeCaracas/,http://twitter.com/,http://twitter.com/,http://twitter.com/kikeCaracas/status/543809203857784836,es,0,60,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/laradiodelsur/status/543774264357572608/photo/1"",""display_url"":""pic.twitter.com/Mm9x78Qryg"",""url"":""http://t.co/Mm9x78Qryg""},{""expended_url"":""http://goo.gl/gCIq5Q"",""display_url"":""goo.gl/gCIq5Q"",""url"":""http://t.co/lUc2ctRH4F""}]",http://pbs.twimg.com/media/B4vfvtQCcAAp1FN.jpg,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,1252,0,0,,,,,,0.0,0.0,tw:84675211,,kike ,0,DAY,MALE,http://pbs.twimg.com/profile_images/490519958267232256/0p35HaO0_normal.jpeg,kikeCaracas,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,3,1252,3,Greenpeace Peru sued for trespassing and damage the ancient Nazca Line d http://t.co/lUc2ctRH4F http://t.co/Mm9x78Qryg,Greenpeace Peru sued trespassing damage ancient Nazca Line d http://t.co/lUc2ctRH4F http://t.co/Mm9x78Qryg,"[u'greenpeac', u'peru', u'su', u'trespass', u'damag', u'ancient', u'nazca', u'line', u'd', u'httptcoluc2ctrh4f', u'httptcomm9x78qryg']"
485,485,http://twitter.com/RadioNacionalFM/status/543805875723722752,13/12/2014 17:33,13/12/2014 17:33,13/12/2014 17:35,,#Nazca : @MinCulturaPe inspecciona daños producidos por activistas de #Greenpeace goo.gl/oFnLKg pic.twitter.com/4XF8nspaEc,,#Nazca : @MinCulturaPe inspecciona daños producidos por activistas de #Greenpeace http://t.co/choC68L6zK http://t.co/4XF8nspaEc,http://twitter.com/RadioNacionalFM/,http://twitter.com/,http://twitter.com/,http://twitter.com/RadioNacionalFM/status/543805875723722752,es,0,0,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/RadioNacionalFM/status/543805875723722752/photo/1"",""display_url"":""pic.twitter.com/4XF8nspaEc"",""url"":""http://t.co/4XF8nspaEc""},{""expended_url"":""http://goo.gl/oFnLKg"",""display_url"":""goo.gl/oFnLKg"",""url"":""http://t.co/choC68L6zK""}]",http://pbs.twimg.com/media/B4v8j9tIEAM58KN.png,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,6,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,112608,0,0,,,,,,0.0,0.0,tw:112796268,,Radio Nacional Perú,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/529295760324427776/xz2uRQcM_normal.jpeg,RadioNacionalFM,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,6,112608,6,#Nazca:MinCulturaPe Inspects damage caused by activists #Greenpeace http://t.co/choC68L6zK http://t.co/4XF8nspaEc,#Nazca:MinCulturaPe Inspects damage caused activists #Greenpeace http://t.co/choC68L6zK http://t.co/4XF8nspaEc,"[u'nazcaminculturap', u'inspect', u'damag', u'caus', u'activist', u'greenpeac', u'httptcochoc68l6zk', u'httptco4xf8nspaec']"
486,486,http://twitter.com/thecliniccl/status/543804361134981120,13/12/2014 17:27,13/12/2014 17:27,13/12/2014 17:29,,Juzgado rechaza prisión preventiva para activistas de Greenpeace por supuesto daño a las Líneas de Nazca - theclinic.cl/2014/12/13/juz…,,Juzgado rechaza prisión preventiva para activistas de Greenpeace por supuesto daño a las Líneas de Nazca - http://t.co/VWh8Wb2fDI,http://twitter.com/thecliniccl/,http://twitter.com/,http://twitter.com/,http://twitter.com/thecliniccl/status/543804361134981120,es,0,100,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://www.theclinic.cl/2014/12/13/juzgado-rechaza-prision-preventiva-para-activistas-de-greenpeace-por-supuesto-dano-las-lineas-de-nazca/"",""display_url"":""theclinic.cl/2014/12/13/juz…"",""url"":""http://t.co/VWh8Wb2fDI""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,4,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,750544,0,0,South America,Chile,cl,Región Metropolitana de Santiago,Santiago,-70.6670408546,-33.4500138155,tw:86958006,,The Clinic Online,0,DAY,MALE,http://pbs.twimg.com/profile_images/1693482947/The_Clinic_Iguales_normal.jpg,thecliniccl,,South America,Chile,cl,Región Metropolitana de Santiago,Santiago,-70.6670408546,-33.4500138155,South America,Chile,cl,Región Metropolitana de Santiago,Santiago,-70.6670408546,-33.4500138155,4,750544,4,Court rejects remand for Greenpeace activists for alleged damage to the Nazca Lines - http://t.co/VWh8Wb2fDI,Court rejects remand Greenpeace activists alleged damage Nazca Lines - http://t.co/VWh8Wb2fDI,"[u'court', u'reject', u'remand', u'greenpeac', u'activist', u'alleg', u'damag', u'nazca', u'line', u'httptcovwh8wb2fdi']"
487,487,http://twitter.com/PeruNews/status/543803185186766848,13/12/2014 17:22,13/12/2014 17:22,13/12/2014 17:25,,Perú notifica a Unesco sobre daños de Greenpeace en líneas de Nazca #PeruNews perunews.info /pc dld.bz/d3PxT,,Perú notifica a Unesco sobre daños de Greenpeace en líneas de Nazca #PeruNews http://t.co/BlPKQ7wEWW /pc http://t.co/xGIiM8kGcf,http://twitter.com/PeruNews/,http://twitter.com/,http://twitter.com/,http://twitter.com/PeruNews/status/543803185186766848,es,0,38,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://perunews.info"",""display_url"":""perunews.info"",""url"":""http://t.co/BlPKQ7wEWW""},{""expended_url"":""http://dld.bz/d3PxT"",""display_url"":""dld.bz/d3PxT"",""url"":""http://t.co/xGIiM8kGcf""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,131626,0,0,,,,,,0.0,0.0,tw:75684101,,Perú News ,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/3729342997/467f36e9fbeef7752ca9391cf573eb46_normal.jpeg,PeruNews,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,3,131626,3,Peru notifies Unesco damage Greenpeace Nazca lines #PeruNews http://t.co/BlPKQ7wEWW / pc http://t.co/xGIiM8kGcf,Peru notifies Unesco damage Greenpeace Nazca lines #PeruNews http://t.co/BlPKQ7wEWW / pc http://t.co/xGIiM8kGcf,"[u'peru', u'notifi', u'unesco', u'damag', u'greenpeac', u'nazca', u'line', u'perunew', u'httptcoblpkq7weww', u'pc', u'httptcoxgiim8kgcf']"
488,488,http://twitter.com/msaldanac/status/543801701069639680,13/12/2014 17:16,13/12/2014 17:16,13/12/2014 17:19,,Líneas de Nasca: Activistas de Greenpeace abandonaron el país | RPP NOTICIAS rpp.com.pe/2014-12-13-lin…,,Líneas de Nasca: Activistas de Greenpeace abandonaron el país | RPP NOTICIAS http://t.co/VzZT8uslgn,http://twitter.com/msaldanac/,http://twitter.com/,http://twitter.com/,http://twitter.com/msaldanac/status/543801701069639680,es,0,58,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://www.rpp.com.pe/2014-12-13-lineas-de-nasca-activistas-de-greenpeace-abandonaron-el-pais-noticia_750728.html"",""display_url"":""rpp.com.pe/2014-12-13-lin…"",""url"":""http://t.co/VzZT8uslgn""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,21477,0,0,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,tw:355609230,,Mario Saldaña Castro,0,DAY,MALE,http://pbs.twimg.com/profile_images/1496926522/Screen_Shot_2011-08-15_at_1.00.42_PM.png_normal.jpg,msaldanac,,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,3,21477,3,Nasca Lines: Greenpeace activists left the country | NEWS RPP http://t.co/VzZT8uslgn,Nasca Lines: Greenpeace activists left country | NEWS RPP http://t.co/VzZT8uslgn,"[u'nasca', u'line', u'greenpeac', u'activist', u'left', u'countri', u'news', u'rpp', u'httptcovzzt8uslgn']"
489,489,http://twitter.com/AmbientalNAyP/status/543799602512924673,13/12/2014 17:08,13/12/2014 17:08,13/12/2014 17:10,,"Las lineas de Nazca, antes, durante y despues de Greenpeace. Mirá la denuncia bit.ly/1zPwjSI pic.twitter.com/05vxFCtwyH",,"Las lineas de Nazca, antes, durante y despues de Greenpeace. Mirá la denuncia http://t.co/kU6qKjpOOL http://t.co/05vxFCtwyH",http://twitter.com/AmbientalNAyP/,http://twitter.com/,http://twitter.com/,http://twitter.com/AmbientalNAyP/status/543799602512924673,es,0,27,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/AmbientalNAyP/status/543799602512924673/photo/1"",""display_url"":""pic.twitter.com/05vxFCtwyH"",""url"":""http://t.co/05vxFCtwyH""},{""expended_url"":""http://bit.ly/1zPwjSI"",""display_url"":""bit.ly/1zPwjSI"",""url"":""http://t.co/kU6qKjpOOL""}]",http://pbs.twimg.com/media/B4v22zWIEAAmOLx.jpg,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,8,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,8178,0,0,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,tw:245489790,,Ambiente Nac&Pop,0,DAY,MALE,http://pbs.twimg.com/profile_images/378800000064053840/50cea1bf3d8c1eee9651c8089d048c6f_normal.jpeg,AmbientalNAyP,,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,8,8178,8,"Nazca lines before, during and after Greenpeace. View the complaint http://t.co/kU6qKjpOOL http://t.co/05vxFCtwyH","Nazca lines before, Greenpeace. View complaint http://t.co/kU6qKjpOOL http://t.co/05vxFCtwyH","[u'nazca', u'line', u'befor', u'greenpeac', u'view', u'complaint', u'httptcoku6qkjpool', u'httptco05vxfctwyh']"
490,490,http://twitter.com/Peru21pe/status/543795310347448322,13/12/2014 16:51,13/12/2014 16:51,13/12/2014 16:53,,[#LOÚLTIMO] Ministra de Cultura inspecciona daños de #Greenpeace en las Líneas de Nasca. pic.twitter.com/iau3qwxu9V,,[#LOÚLTIMO] Ministra de Cultura inspecciona daños de #Greenpeace en las Líneas de Nasca. http://t.co/iau3qwxu9V,http://twitter.com/Peru21pe/,http://twitter.com/,http://twitter.com/,http://twitter.com/Peru21pe/status/543795310347448322,es,0,25,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/Peru21pe/status/543795310347448322/photo/1"",""display_url"":""pic.twitter.com/iau3qwxu9V"",""url"":""http://t.co/iau3qwxu9V""}]",http://pbs.twimg.com/media/B4vy8_uIEAAFkKs.jpg,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,4,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,822124,0,0,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,tw:19602540,,Redacción Perú21,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/543179391518253057/jhJlAPxI_normal.png,Peru21pe,,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,4,822124,4,[# LOÚLTIMO] Culture Minister inspects damage #Greenpeace in the Nasca Lines. http://t.co/iau3qwxu9V,[# LOÚLTIMO] Culture Minister inspects damage #Greenpeace Nasca Lines. http://t.co/iau3qwxu9V,"[u'lo\xdaltimo', u'cultur', u'minist', u'inspect', u'damag', u'greenpeac', u'nasca', u'line', u'httptcoiau3qwxu9v']"
491,491,http://twitter.com/DoctorMonique/status/543784994658058240,13/12/2014 16:10,13/12/2014 16:10,13/12/2014 16:12,,"Con eso queda claro que el director de la ONG ""ecologista"" Greenpeace vino efectivamente a sub$anar los daños en las Líneas de Nasca.",,"Con eso queda claro que el director de la ONG ""ecologista"" Greenpeace vino efectivamente a sub$anar los daños en las Líneas de Nasca.",http://twitter.com/DoctorMonique/,http://twitter.com/,http://twitter.com/,http://twitter.com/DoctorMonique/status/543784994658058240,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,,,,[],,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,5,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,3808,0,0,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,tw:6149752,,Doctor Monique,0,DAY,MALE,http://pbs.twimg.com/profile_images/1063725506/Gonzo_normal.jpg,DoctorMonique,,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,South America,Peru,pe,Lima,Lima,-77.0500620948,-12.048012676099999,5,3808,5,"With this it is clear that the director of ""green"" NGO Greenpeace actually came to sub $ anar damage to the Nasca Lines.","With clear director ""green"" NGO Greenpeace actually came sub $ anar damage Nasca Lines.","[u'with', u'clear', u'director', u'green', u'ngo', u'greenpeac', u'actual', u'came', u'sub', u'anar', u'damag', u'nasca', u'line']"
492,492,http://twitter.com/ElNacionalWeb/status/543782456521146370,13/12/2014 16:00,13/12/2014 16:00,13/12/2014 16:02,,Perú notifica a la Unesco daño de Greenpeace a líneas de Nazca bitly.com/1zh28V6,,Perú notifica a la Unesco daño de Greenpeace a líneas de Nazca http://t.co/dCPqGy0ePV,http://twitter.com/ElNacionalWeb/,http://twitter.com/,http://twitter.com/,http://twitter.com/ElNacionalWeb/status/543782456521146370,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://bitly.com/1zh28V6"",""display_url"":""bitly.com/1zh28V6"",""url"":""http://t.co/dCPqGy0ePV""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,7,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,2714908,0,0,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,tw:15007299,,El Nacional,0,DAY,MALE,http://pbs.twimg.com/profile_images/529752163661017088/5GcVASJe_normal.jpeg,ElNacionalWeb,,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,South America,Venezuela,ve,Distrito Capital,Caracas,-66.9170371924,10.5009985544,7,2714908,7,Peru notifies the Unesco damage Greenpeace Nazca lines http://t.co/dCPqGy0ePV,Peru notifies Unesco damage Greenpeace Nazca lines http://t.co/dCPqGy0ePV,"[u'peru', u'notifi', u'unesco', u'damag', u'greenpeac', u'nazca', u'line', u'httptcodcpqgy0epv']"
493,493,http://twitter.com/StopCensura_Spa/status/543775109371424768,13/12/2014 15:31,13/12/2014 15:31,13/12/2014 15:33,,#UnidosPorUnPerúJusto: #Perú ratifica acciones contra los miembros de #Greenpeace que dañaron el Colibrí de #Nazca fb.me/6WquUHN0l,,#UnidosPorUnPerúJusto: #Perú ratifica acciones contra los miembros de #Greenpeace que dañaron el Colibrí de #Nazca http://t.co/SwmA2qaZuw,http://twitter.com/StopCensura_Spa/,http://twitter.com/,http://twitter.com/,http://twitter.com/StopCensura_Spa/status/543775109371424768,es,0,25,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://fb.me/6WquUHN0l"",""display_url"":""fb.me/6WquUHN0l"",""url"":""http://t.co/SwmA2qaZuw""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,2,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,1477,0,0,,,,,,0.0,0.0,tw:514492059,,Stopcensura Spain ,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/441242839351975936/JuuT7rev_normal.jpeg,StopCensura_Spa,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,2,1477,2,# UnidosPorUnPerúJusto: # Peru ratifies actions against members of #Greenpeace that damaged the Hummingbird #Nazca http://t.co/SwmA2qaZuw,# UnidosPorUnPerúJusto: # Peru ratifies actions members #Greenpeace damaged Hummingbird #Nazca http://t.co/SwmA2qaZuw,"[u'unidosporunper\xfajusto', u'peru', u'ratifi', u'action', u'member', u'greenpeac', u'damag', u'hummingbird', u'nazca', u'httptcoswma2qazuw']"
494,494,http://twitter.com/ONGVitalis/status/543772774473674752,13/12/2014 15:21,13/12/2014 15:21,13/12/2014 15:24,,"¿Cuidamos el planeta, destruyendo monumentos? Greenpeace genera daños irreparables a las líneas de Nazca en Perú. geoextrema.com/2014/12/greenp…",,"¿Cuidamos el planeta, destruyendo monumentos? Greenpeace genera daños irreparables a las líneas de Nazca en Perú. http://t.co/aAuA3LF2jB",http://twitter.com/ONGVitalis/,http://twitter.com/,http://twitter.com/,http://twitter.com/ONGVitalis/status/543772774473674752,es,0,62,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,isQuestion,,,"[{""expended_url"":""http://geoextrema.com/2014/12/greenpeace-atenta-contra-las-lineas-de-nazca/"",""display_url"":""geoextrema.com/2014/12/greenp…"",""url"":""http://t.co/aAuA3LF2jB""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,22241,0,0,North America,Mexico,mx,Distrito Federal,Mexico City,-99.1309882017,19.4424424428,tw:54373534,,ONGVitalis Latam,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/542724468590657537/kZGfaWAJ_normal.png,ONGVitalis,,North America,Mexico,mx,Distrito Federal,Mexico City,-99.1309882017,19.4424424428,North America,Mexico,mx,Distrito Federal,Mexico City,-99.1309882017,19.4424424428,3,22241,3,"Do we care for the planet, destroying monuments? Greenpeace creates irreparable damage to the Nazca lines in Peru damage. http://t.co/aAuA3LF2jB","Do care planet, destroying monuments? Greenpeace creates irreparable damage Nazca lines Peru damage. http://t.co/aAuA3LF2jB","[u'do', u'care', u'planet', u'destroy', u'monument', u'greenpeac', u'creat', u'irrepar', u'damag', u'nazca', u'line', u'peru', u'damag', u'httptcoaaua3lf2jb']"
